Citing_DOI	Citing_Year	Cited_DOI	Cited_Year
10.1109/icde.1988.105453	1988	10.1145/3857.3859	1985
10.1109/icde.1988.105453	1988	10.1145/22890.22945	1987
10.1109/icde.1988.105453	1988	10.1145/602259.602300	1984
10.1109/icde.1988.105453	1988	10.1145/16894.16889	1986
10.1109/icde.1988.105453	1988	10.1007/978-3-642-72617-0_2	1987
10.1109/icde.1988.105453	1988	10.1145/1994.1995	1984
10.1109/icde.1988.105453	1988	10.1145/582353.582390	1982
10.1109/icde.1988.105453	1988	10.1145/319587.319588	1981
10.1109/icde.1988.105453	1988	10.1145/318898.318989	1985
10.1109/icde.1988.105453	1988	10.1145/320141.320150	1980
10.1109/icde.1988.105453	1988	10.1145/38713.38737	1987
10.1109/icde.1990.113510	1990	10.1145/1035293.1035309	1982
10.1109/icde.1990.113510	1990	10.1109/cmpcon.1989.301915	1989
10.1109/icde.1990.113510	1990	10.1016/0020-0190(83)90030-3	1983
10.1109/icde.1990.113510	1990	10.1109/69.124901	1992
10.1109/icde.1990.113510	1990	10.1145/50202.50214	1988
10.1109/icde.1992.213162	1992	10.1145/62044.62046	1989
10.1109/icde.1992.213162	1992	10.1145/50202.50217	1988
10.1109/icde.1992.213162	1992	10.1145/101077.390003	1990
10.1109/icde.1992.213162	1992	10.1145/93597.98731	1990
10.1109/icde.1992.213162	1992	10.1109/32.92915	1991
10.1109/icde.1992.213162	1992	10.1109/icde.1990.113452	1990
10.1109/icde.1992.213162	1992	10.1016/0306-4379(86)90009-8	1986
10.1109/icde.1992.213162	1992	10.1145/289.291	1983
10.1109/icde.1992.213162	1992	10.1109/icde.1991.131477	1991
10.1109/icde.1989.47205	1989	10.1109/32.42731	1988
10.1109/icde.1989.47205	1989	10.1145/319983.319987	1983
10.1109/icde.1989.47205	1989	10.1147/sj.164.0363	1977
10.1109/icde.1989.47205	1989	10.1002/spe.4380151003	1985
10.1109/icde.1989.47205	1989	10.1145/362384.362685	1970
10.1109/icde.1989.47205	1989	10.1145/602259.602261	1984
10.1109/icde.1989.47205	1989	10.1007/bf03037022	1983
10.1109/icde.1989.47205	1989	10.1145/16894.16871	1986
10.1109/icde.1989.47205	1989	10.1145/582095.582099	1979
10.1109/icde.1997.581983	1997	10.1109/icde.1995.380406	1995
10.1109/icde.1997.581983	1997	10.1109/icde.1988.105443	1988
10.1109/icde.1997.581983	1997	10.1145/78922.78924	1990
10.1109/icde.1997.581983	1997	10.1145/93597.98745	1990
10.1109/icde.1997.581983	1997	10.1109/icde.1992.213173	1992
10.1109/icde.1997.581983	1997	10.1007/3-540-60608-4_56	1995
10.1109/icde.1997.581983	1997	10.1145/212433.220207	1995
10.1109/icde.1997.581983	1997	10.1109/icde.1991.131480	1991
10.1109/icde.1997.581983	1997	10.1109/69.87980	1989
10.1109/icde.1997.581983	1997	10.1007/3-540-57530-8_10	1993
10.1109/icde.1997.581983	1997	10.1145/221270.221365	1995
10.1109/icde.1999.754944	1999	10.1007/3-540-63238-7_33	1997
10.1109/icde.1999.754944	1999	10.1007/bf01277643	1995
10.1109/icde.1999.754944	1999	10.1007/bfb0034701	1996
10.1109/icde.1999.754944	1999	10.1016/0167-6423(87)90035-9	1987
10.1109/icde.1999.754944	1999	10.1109/32.54292	1990
10.1109/icde.1999.754944	1999	10.1145/253260.253395	1997
10.1109/icde.1999.754944	1999	10.1145/276304.276382	1998
10.1109/icde.1999.754944	1999	10.1023/a:1008660827609	1998
10.1109/icde.1999.754944	1999	10.1023/a:1008608810770	1998
10.1109/icde.1999.754944	1999	10.1109/icde.1998.655798	1998
10.1109/icde.1999.754944	1999	10.1109/cmpcon.1996.501810	1996
10.1109/icde.1999.754944	1999	10.1109/coopis.1996.555002	1996
10.1109/icde.1999.754944	1999	10.1109/2.121508	1992
10.1109/icde.1999.754944	1999	10.1109/icde.1996.492206	1996
10.1109/icde.1999.754944	1999	10.1007/978-3-642-60119-4_28	1999
10.1109/icde.1999.754944	1999	10.1109/ride.1999.758652	1999
10.1109/icde.1990.113454	1990	10.1145/22890.22945	1987
10.1109/icde.1990.113454	1990	10.1145/3979.4018	1985
10.1109/icde.1990.113454	1990	10.1145/320107.320109	1979
10.1109/icde.1990.113454	1990	10.1145/50202.50250	1988
10.1109/icde.1990.113454	1990	10.1007/3-540-50345-5_2	1988
10.1109/icde.1990.113454	1990	10.1145/356924.356929	1984
10.1109/icde.1990.113454	1990	10.1145/319587.319588	1981
10.1109/icde.1990.113454	1990	10.1145/45072.45073	1987
10.1109/icde.1990.113454	1990	10.1145/602259.602298	1984
10.1109/icde.1990.113454	1990	10.1109/icde.1988.105465	1988
10.1109/icde.1990.113454	1990	10.1109/icde.1987.7272402	1987
10.1109/icde.1990.113454	1990	10.1145/3979.3980	1985
10.1109/icde.1999.754895	1999	10.1145/253260.253302	1997
10.1109/icde.1993.344049	1993	10.1016/0004-3702(84)90008-0	1984
10.1109/icde.1993.344049	1993	10.1109/icde.1987.7272420	1987
10.1109/icde.1993.344049	1993	10.1016/0004-3702(87)90061-0	1987
10.1109/icde.1993.344049	1993	10.1145/1634.1886	1984
10.1109/icde.1993.344049	1993	10.1145/298514.298590	1990
10.1109/icde.1993.344049	1993	10.1145/298514.298582	1990
10.1109/icde.1993.344049	1993	10.1007/bf03037383	1986
10.1109/icde.1993.344049	1993	10.1145/102675.102676	1990
10.1109/icde.1993.344049	1993	10.1145/122058.122068	1990
10.1109/icde.1990.113463	1990	10.1145/582353.582400	1982
10.1109/icde.1990.113463	1990	10.1145/45945.48027	1988
10.1109/icde.1990.113463	1990	10.1145/319702.319729	1982
10.1109/icde.1990.113463	1990	10.1145/182.358466	1983
10.1109/icde.1997.582041	1997	10.1145/130283.130296	1992
10.1109/icde.1997.582041	1997	10.1007/3-540-63516-5_23	1997
10.1109/icde.1997.581743	1997	10.1145/223784.223816	1995
10.1109/icde.1997.581743	1997	10.1145/170035.170092	1993
10.1109/icde.1997.581743	1997	10.1145/191839.191844	1994
10.1109/icde.1997.581743	1997	10.1145/191839.191845	1994
10.1109/icde.1997.581743	1997	10.1109/icde.1994.283007	1994
10.1109/icde.1997.581743	1997	10.1145/156883.156888	1993
10.1109/icde.1997.581743	1997	10.1145/320071.320076	1979
10.1109/icde.1984.7271326	1984	10.1109/tse.1981.230833	1981
10.1109/icde.1984.7271326	1984	10.1109/tc.1979.1675280	1979
10.1109/icde.1984.7271326	1984	10.1109/tc.1977.5009294	1977
10.1109/icde.1984.7271326	1984	10.1109/tc.1982.1675903	1982
10.1109/icde.1984.7271326	1984	10.1109/t-c.1975.224157	1975
10.1109/icde.1984.7271326	1984	10.1109/tc.1981.1675790	1981
10.1109/icde.1984.7271326	1984	10.1109/tc.1980.1675553	1980
10.1109/icde.1984.7271278	1984	10.1109/tc.1979.1675381	1979
10.1109/icde.1984.7271278	1984	10.1145/320521.320530	1977
10.1109/icde.1984.7271278	1984	10.1145/356770.356776	1979
10.1109/icde.1984.7271278	1984	10.1109/c-m.1981.220416	1981
10.1109/icde.1984.7271278	1984	10.1109/tc.1979.1675383	1979
10.1109/icde.1984.7271278	1984	10.1145/322344.322346	1982
10.1109/icde.1984.7271278	1984	10.1147/sj.124.0351	1973
10.1109/icde.1984.7271278	1984	10.1109/tse.1980.234490	1980
10.1109/icde.1997.581980	1997	10.1109/icde.1995.380362	1995
10.1109/icde.1997.581980	1997	10.1109/icde.1996.492096	1996
10.1109/icde.1997.581980	1997	10.1109/ride.1995.378736	1995
10.1109/icde.1997.581980	1997	10.1109/icde.1987.7272414	1987
10.1109/icde.1997.581980	1997	10.1016/0743-1066(92)90007-p	1992
10.1109/icde.1997.581980	1997	10.1007/bf01692511	1968
10.1109/icde.1997.581980	1997	10.1007/bf00962627	1995
10.1109/icde.1997.581980	1997	10.1109/69.542029	1996
10.1109/icde.1997.581980	1997	10.1109/icde.1995.380386	1995
10.1109/icde.1997.581980	1997	10.1007/3-540-60608-4_40	1995
10.1109/icde.1997.581980	1997	10.1145/212433.220199	1995
10.1109/icde.1997.581980	1997	10.1145/176567.176571	1994
10.1109/icde.1997.581980	1997	10.1109/2.121508	1992
10.1109/icde.1994.283073	1994	10.1145/67544.66950	1989
10.1109/icde.1994.283073	1994	10.1109/dpds.1988.675002	1988
10.1109/icde.1994.283073	1994	10.1145/88636.88888	1990
10.1109/icde.1994.283073	1994	10.1109/icde.1993.344038	1993
10.1109/icde.1994.283073	1994	10.1145/16894.16859	1986
10.1109/icde.1994.283073	1994	10.1109/parbse.1990.77136	1990
10.1109/icde.1994.283073	1994	10.1145/129888.129894	1992
10.1109/icde.1994.283073	1994	10.1109/icde.1992.213213	1992
10.1109/icde.1994.283073	1994	10.1109/69.149932	1992
10.1109/icde.1994.283073	1994	10.1109/icde.1993.344036	1993
10.1109/icde.1994.283073	1994	10.1145/99935.99944	1990
10.1109/icde.1994.283073	1994	10.1109/icde.1990.113477	1990
10.1109/icde.1994.283073	1994	10.1145/93597.93620	1990
10.1109/icde.1994.283073	1994	10.1007/bf01379321	1988
10.1109/icde.1990.113498	1990	10.1145/319983.319985	1983
10.1109/icde.1990.113498	1990	10.1145/800215.806583	1979
10.1109/icde.1990.113498	1990	10.1007/3-540-08755-9_9	1978
10.1109/icde.1990.113498	1990	10.1145/38713.38740	1987
10.1109/icde.1990.113498	1990	10.1145/50202.50215	1988
10.1109/icde.1990.113498	1990	10.1145/7239.7265	1986
10.1109/icde.1990.113498	1990	10.1145/588111.588126	1982
10.1109/icde.1990.113498	1990	10.1145/1994.1996	1984
10.1109/icde.1990.113498	1990	10.1109/tc.1985.6312213	1985
10.1109/icde.1990.113498	1990	10.1145/320071.320076	1979
10.1109/icde.1990.113476	1990	10.1145/68012.68015	1989
10.1109/icde.1990.113476	1990	10.1145/16894.16861	1986
10.1109/icde.1990.113476	1990	10.1147/sj.164.0363	1977
10.1109/icde.1990.113476	1990	10.1145/602259.602261	1984
10.1109/icde.1990.113476	1990	10.1145/67544.66962	1989
10.1109/icde.1990.113476	1990	10.1145/320263.320284	1978
10.1109/icde.1990.113476	1990	10.1145/38713.38759	1987
10.1109/icde.1990.113476	1990	10.1145/50202.50238	1988
10.1109/icde.1990.113476	1990	10.1145/16894.16860	1986
10.1109/icde.1990.113476	1990	10.1145/67544.66946	1989
10.1109/icde.1990.113476	1990	10.1145/319702.319729	1982
10.1109/icde.1990.113476	1990	10.1145/1282480.1282496	1975
10.1109/icde.1990.113476	1990	10.1145/602259.602293	1984
10.1109/icde.1990.113476	1990	10.1145/27629.27631	1987
10.1109/icde.1990.113476	1990	10.1145/16894.16888	1986
10.1109/icde.1990.113476	1990	10.1016/0306-4379(88)90005-1	1988
10.1109/icde.1990.113476	1990	10.1145/22952.22955	1987
10.1109/icde.1990.113476	1990	10.1145/359461.359475	1977
10.1109/icde.1997.581837	1997	10.1145/233013.233044	1996
10.1109/icde.1997.581837	1997	10.1007/bf01542864	1995
10.1109/icde.1997.581837	1997	10.1109/cmpcon.1995.512389	1995
10.1109/icde.1997.581837	1997	10.1145/192593.192614	1994
10.1109/icde.1997.581837	1997	10.1007/s005300050019	1996
10.1109/icde.1997.581837	1997	10.1145/192593.192615	1994
10.1109/icde.1997.581837	1997	10.1007/s005300050074	1998
10.1109/icde.1997.581837	1997	10.1109/icde.1995.380353	1995
10.1109/icde.1997.581837	1997	10.1007/bf02176235	1995
10.1109/icde.1988.105502	1988	10.1109/icde.1984.7271274	1984
10.1109/icde.1988.105502	1988	10.1145/360363.360369	1976
10.1109/icde.1988.105502	1988	10.1145/319566.319567	1981
10.1109/icde.1988.105502	1988	10.1145/359545.359563	1978
10.1109/icde.1988.105502	1988	10.1109/icde.1986.7266255	1986
10.1109/icde.1988.105502	1988	10.1145/2080.357390	1984
10.1109/icde.1988.105502	1988	10.1145/582153.582155	1982
10.1109/icde.1988.105502	1988	10.1109/mc.1986.1663123	1986
10.1109/icde.1988.105502	1988	10.1109/mc.1986.1663124	1986
10.1109/icde.1988.105502	1988	10.1145/323647.323640	1985
10.1109/icde.1984.7271264	1984	10.1145/320434.320440	1976
10.1109/icde.1984.7271264	1984	10.1016/0306-4379(81)90033-8	1981
10.1109/icde.1993.344028	1993	10.1109/icde.1988.105455	1988
10.1109/icde.1993.344028	1993	10.1007/3-540-08755-9_9	1978
10.1109/icde.1993.344028	1993	10.1007/3-540-51085-0_52	1987
10.1109/icde.1993.344028	1993	10.1007/3-540-10571-9_11	1980
10.1109/icde.1993.344028	1993	10.1145/2080.357390	1984
10.1109/icde.1993.344028	1993	10.1147/sj.301.0072	1991
10.1109/icde.1993.344028	1993	10.1145/800221.806711	1983
10.1109/icde.1993.344028	1993	10.1145/7239.7266	1986
10.1109/icde.1993.344028	1993	10.1145/582318.582339	1981
10.1109/icde.1993.344028	1993	10.1109/tse.1979.234180	1979
10.1109/icde.1993.344028	1993	10.1007/3-540-51085-0_43	1987
10.1109/icde.1989.47232	1989	10.1145/800017.800517	1984
10.1109/icde.1989.47232	1989	10.1109/tse.1975.6312866	1975
10.1109/icde.1989.47232	1989	10.1002/spe.4380150703	1985
10.1109/icde.1989.47232	1989	10.1109/tit.1978.1055934	1978
10.1109/icde.1988.105476	1988	10.1109/tse.1986.6312961	1986
10.1109/icde.1988.105476	1988	10.1145/320071.320076	1979
10.1109/icde.1988.105476	1988	10.1109/tc.1985.1676564	1985
10.1109/icde.1988.105476	1988	10.1145/582192.582203	1983
10.1109/icde.1986.7266214	1986	10.1145/322123.322126	1979
10.1109/icde.1986.7266214	1986	10.1145/320083.320092	1979
